week,cup_number,pH,temperature_C,shading,subsidy,larvae,chlorophyll_ugL,date,po4,no2,nh4,no3,bact
0,1,NA,20.9,shaded,litter,present,NA,302,0.8992821732376283,1.0747135237976135,4.611720984616728,10.486901211932558,0.8451338987880116
0,2,NA,20.9,shaded,litter,present,1.6404761904761906,302,1.965432731449853,0.1428526184888062,2.198419795224701,1.7436626540313482,0.8378831204549051
0,3,NA,20.6,shaded,litter,absent,1.625531914893617,302,3.0950446324128036,0,0.29647115345824304,2.5524056745904633,1.1803986521820318
0,4,NA,20.7,shaded,litter,present,3.1173913043478265,302,2.14312449115189,0,1.1247503459932489,1.7730911695848612,0.7007410806559244
0,5,NA,20.6,shaded,litter,present,1.2704545454545453,302,1.115050738590103,0,1.341676595608042,2.016849733005589,0.42151681125724516
0,6,NA,20.6,shaded,litter,present,1.6065217391304352,302,1.140435275690393,0,1.1768184692462587,2.2992742469045675,0.3448090814334387
0,7,NA,20.5,shaded,litter,absent,0.9000000000000001,302,1.6227414805959226,0,2.664536795326197,1.2340685193812775,0.4644522020222515
0,8,NA,20.6,shaded,litter,absent,0.610204081632653,302,1.1023584700399571,0,1.642974755855739,1.7471175601638653,0.4103087144581772
0,9,NA,20.7,shaded,litter,absent,0.8526315789473685,302,0.8992821732376283,0,1.5999701368405264,2.0455797376814977,0.30323960022064594
0,10,NA,20.7,shaded,litter,absent,0.965217391304348,302,0.7723594877361729,0,1.019707665597083,1.5679373034144977,0.2704195786129369
0,11,NA,20.7,shaded,litter,absent,0.36444444444444446,302,1.2038966184411208,0,1.0838043425529797,1.6457227023370558,0.38432587908245264
0,12,NA,20.8,shaded,litter,absent,0.6681818181818181,302,2.0288940742005805,0,2.8988223712075443,1.3347755484182136,0.4219380418292837
0,13,NA,21,exposed,litter,present,0.22249999999999998,302,1.381588378143158,0.33009485760563595,4.499016912264256,1.8889794374484958,1.0122160924286783
