week,cup_number,pH,temperature_C,shading,subsidy,larvae,chlorophyll_ugL,date,po4_a,po4_b,nh4_a,nh4_b,no2_a,no2_b,no3_a,no3_b,bact_a,bact_b
0,32,NA,20.8,shaded,litter_feces,present,0.4380952380952381,20211029,0,3.220098424091557,1.1314235561051513,1.0676291267388733,0,0,1.8875029138988613,2.0612928558702164,0.0975734928854195,0.06570927407638054
0,33,NA,20.7,shaded,litter_feces,absent,0.3547619047619047,20211029,0,1.4431808270711821,0.7058496656173359,0.9129442248534122,0,0,1.5148327500469616,1.3867657411975922,0.03023184034127085,0.002128015078706024
0,34,NA,20.8,shaded,litter_feces,absent,0.5195652173913045,20211029,0,3.60086648059592,1.7567566196790838,0.7855566585947967,0,0,1.2812186174830835,1.5064399067040262,0.13454538055671683,0.10116805313277591
0,35,NA,20.9,shaded,litter_feces,absent,0.19347826086956524,20211029,0,16.11544327103941,1.478830813646224,2.1686216636883366,0.7851414148581662,0,1.8374427426351725,2.5182305787129624,0.1371862296760952,0.09505447053684567
0,36,NA,20.4,shaded,litter_feces,absent,0.32083333333333336,20211029,0,2.128563328779039,4.674977583024102,4.161327164448109,0,0,2.8052727203998087,4.405818552837162,0.0672037280125682,0.043700376731031644
0,37,NA,20.9,exposed,litter_feces,present,0.6173913043478261,20211029,0,1.5954880496729293,1.9565157927652008,2.177720775563952,2.7368975468465777,0,0,0.7503167700951966,0.05267905785598707,0.030250495019985158
0,38,NA,20.7,exposed,litter_feces,present,0.20434782608695656,20211029,0,5.961628430922988,2.095478695781631,2.6781719287227994,1.4801164128156605,0,0,1.6696319505764345,0.31280269611475736,0.2650120667037062
0,39,NA,20.9,exposed,litter_feces,present,0.2704545454545454,20211029,0,4.032403611300869,3.8151446206099453,1.0676291267388733,0,0.6737944405891154,2.315795490265969,1.5771564590487366,0.10813688936293303,0.05959569148045029
0,40,NA,21.3,exposed,litter_feces,present,0.14047619047619048,20211029,0,4.590863427507271,0.9056088387034529,3.260515088762184,3.8646713459273005,0,0,1.6478730113934468,0.11870028584044658,0.07793643926824094
0,41,NA,20.6,exposed,litter_feces,present,0.10476190476190475,20211029,0,3.880096388699122,3.1203301055277977,2.4961896912104913,0,0,1.9653742914201537,1.892661077202061,0.2890350540403519,0.10850435224789215
0,42,NA,21,exposed,litter_feces,present,0.2422222222222222,20211029,0,7.7131614908430715,1.5569974465929668,1.5407829442708738,0,0,2.2546108364992405,1.2453326365081712,0.06984457713194656,0.046145809769403724
0,43,NA,20.9,exposed,litter_feces,absent,0.09361702127659574,20211029,0,3.6770200918967952,1.3398679106297955,1.4588909373903354,0,0,1.3980256837650218,1.2398929017124245,0.1411475033551628,0.08894088794091543
0,44,NA,20.9,exposed,litter_feces,absent,0.11249999999999999,20211029,0,3.448559257994176,7.072087660057512,1.6317740630270279,0,0,0.6193119085520975,2.6977418269726114,0.09625306832573036,0.042477660211845555
0,45,NA,21,exposed,litter_feces,absent,0.2704545454545454,20211029,0,2.915483978888063,1.982571337080781,0.9220433367290266,1.7880694059225735,0,2.6161565178480974,2.757578909725829,0.10153476656448708,0.06448655755719444
0,46,NA,21,exposed,litter_feces,absent,0.19090909090909086,20211029,0,1.6970261980740928,6.177513971889247,0.9220433367290266,0.002774351289251167,0,0.32451312222149026,0.657841278567498,0.10813688936293303,0.057150258442078126
0,47,NA,21.1,exposed,litter_feces,absent,0.21799999999999997,20211029,0,2.8647149046874794,1.0098310159657755,4.407003185089724,0,0,2.56053410533289,2.3060809216788303,0.09229179464666278,0.048591242807775804
0,48,NA,20.9,exposed,litter_feces,absent,0.13333333333333336,20211029,0,2.128563328779039,1.0272013788428285,1.8046571886637204,0,0.008318449883815904,0.5080670835216796,0.7503167700951966,0.10945731392262217,0.06570927407638054
1,1,NA,NA,shaded,litter,present,0.6040816326530613,20211101,2.082987221038589,0.9930880130584804,3.6023497607782717,3.2884893695008452,0.04431827170795452,0.04431827170795452,0.9827617489087282,0.9827617489087282,0.03759685225469998,0.037988368765331126
1,2,NA,NA,shaded,litter,present,0.5020408163265306,20211101,1.985622182175407,1.6299101518053392,0.602710176843026,0.5997486618609261,0.06647740756193178,0.06647740756193178,0.3168763989187599,0.3168763989187599,0.08816960926987176,0.09319650449713818
1,3,NA,NA,shaded,litter,absent,0.7166666666666667,20211101,1.803062734306944,0.6256906253199075,0.19561623330895622,0,0.07755697548892038,0.07755697548892038,0.11666588166119722,0.11666588166119722,0.07520223567623796,0.08530962796402289
1,4,NA,NA,shaded,litter,present,0.6375000000000001,20211101,2.2290347793333596,1.8993349028136266,1.40618506539711,2.3620318972054424,0.03928210446841423,0.03928210446841423,0,0,0.07260876095751123,0.06953587489779232
1,5,NA,NA,shaded,litter,present,0.6869565217391306,20211101,3.2878795769704534,2.2422391313696273,1.0955081084895308,0.6299592316096894,0.02920976998933365,0.02920976998933365,0,0,0.10891740701968579,0.09770329108748974
1,6,NA,NA,shaded,litter,present,0.4808510638297873,20211101,4.395406894039138,1.8136088456746255,1.2454900876862929,0.9924860685948469,0.05741230653075922,0.05741230653075922,0.21454657898711685,0.21454657898711685,0.16986406290976463,0.0886897179067866
1,7,NA,NA,shaded,litter,absent,0.4043478260869566,20211101,1.1580193518383683,0.9930880130584804,2.038251977726323,0.7608717005209965,0.06647740756193178,0.06647740756193178,0.011369979992404888,0.011369979992404888,0.09335655870732525,0.10333677432542923
1,8,NA,NA,shaded,litter,absent,0.6045454545454545,20211101,0.5494878589434882,1.0665674906061953,0.3884502065619367,0,0.03525317067678196,0.03525317067678196,0.06624249212966278,0.06624249212966278,0.0907630839885985,0.10446347097301717
1,9,NA,NA,shaded,litter,absent,0.448936170212766,20211101,7.30418743007667,6.748980420962784,1.4811760549954902,1.1233985375061548,0.04028933791632225,0.04028933791632225,0.16412318945558252,0.16412318945558252,0.12058804325395626,0.11009695421095667
1,10,NA,NA,shaded,litter,absent,0.3659090909090908,20211101,2.302058558480746,1.9728143803613414,1.3847590683690003,0.4990467626983829,0.09770164444708153,0.09770164444708153,0.012853020860979367,0.012853020860979367,0.14133584100377028,0.18558562959934582
1,11,6.85,22.5,shaded,litter,absent,0.5023255813953489,20211101,2.533300525780801,2.4871707231953426,0.7205531604976246,0.6098188517771808,0.04230380481213842,0.04230380481213842,0.17005535292988042,0.17005535292988042,0.13744562892568013,0.07291596484055596
1,12,NA,22.6,shaded,litter,absent,0.8666666666666668,20211101,2.6184949347860846,2.4381844048301997,1.8561310029873965,0.9320649290973203,0.15007778373830052,0.15007778373830052,0.3806471562674651,0.3806471562674651,0.16986406290976463,0.20924625919869166
1,13,6.86,23,exposed,litter,present,0.4913043478260871,20211101,5.5029342111078225,0,0.7098401619835698,0.4386256232008563,0,0,0.23827523288430935,0.23827523288430935,0.02333274130170286,0.03911506541291906
1,14,NA,NA,exposed,litter,present,0.632608695652174,20211101,5.210839094518279,5.279390870008494,1.716862022304689,0.6601698013584527,0.008057867583264476,0.008057867583264476,0.18191967987847688,0.18191967987847688,0.04148706433279014,0.044748548650858554
1,15,7.01,22,exposed,litter,present,0.5854166666666668,20211101,3.9937761087285155,3.0505133843944865,0.49558019170248135,0.08616897613195347,0.04733997205167871,0.04733997205167871,0.12259804513549524,0.12259804513549524,0.06871854887942107,0.052635425183973836
1,16,6.37,22.7,exposed,litter,present,0.5872340425531916,20211101,2.594153675070289,2.4871707231953426,0.9026741352365496,0.8515034097672858,0.016115735166528884,0.016115735166528884,0.08848810515828089,0.08848810515828089,0.06742181152005775,0.07629605478331968
1,17,NA,NA,exposed,litter,present,1.0456521739130438,20211101,7.328528689792466,6.4060761924067835,1.6418710327063073,1.506065754323821,0.08259314272846066,0.08259314272846066,0.11666588166119722,0.11666588166119722,0.08038918511369145,0.0886897179067866
1,18,NA,NA,exposed,litter,present,0.6355555555555557,20211101,5.7706880679815695,4.752787947583207,0.7312661590116794,0.2573622047082779,0,0,0,0,0.0583446500045141,0.08305623466884711
1,19,NA,NA,exposed,litter,absent,0.8173913043478263,20211101,5.442081061818334,5.14467849450435,0.8919611367224963,0.6198890416934354,0.0040289337916322035,0.0040289337916322035,0.42217230058755256,0.42217230058755256,0.028519690739156344,0.03573497547015535
1,20,NA,NA,exposed,litter,absent,0.6791666666666667,20211101,6.245342632439577,6.161144600581068,1.084795109975476,0.4386256232008563,0,0,0,0,0.04797075112960704,0.03686167211774328
1,21,NA,NA,exposed,litter,absent,0.5765957446808511,20211101,5.6368111395446965,4.97322638022635,6.205608399693504,0,0.03827487102050615,0.03827487102050615,0.05586120604964101,0.05586120604964101,0.09335655870732525,0.07629605478331968
1,22,NA,NA,exposed,litter,absent,0.542,20211101,11.2596421338934,9.700406102462651,1.1062211070035857,0.24729201479202323,0,0,0.1567079851127098,0.1567079851127098,0.038893589614063404,0.05038203188879806
1,23,6.72,22.8,exposed,litter,absent,0.7630434782608697,20211101,10.468551193130054,10.055556910609937,1.4811760549954902,0.5292573324471455,0.11583184650942659,0.11583184650942659,0,0,0.0518609632076972,0.05939560506950119
1,24,NA,NA,exposed,litter,absent,0.6166666666666667,20211101,9.214976317766597,7.5939944127615,0.6777011664414071,0.39834486353583903,0,0,0.043996879101044765,0.043996879101044765,0.03500337753597324,0.044748548650858554
1,25,NA,NA,shaded,litter_feces,present,4.067391304347827,20211101,18.34294871118982,17.66068283679839,10.844336756279084,8.484707366288104,0.2709457974872673,0.2709457974872673,0.8893301741885323,0.8893301741885323,0.34492360642382075,0.3309294971381847
1,26,NA,NA,shaded,litter_feces,present,2.8391304347826094,20211101,20.010325001721792,18.566929726553536,5.637819478448618,5.413299441830519,0.6728319432025821,0.6728319432025821,0.9308553185086192,0.9308553185086192,0.5264668367346937,0.4683864881439083
1,27,NA,NA,shaded,litter_feces,present,3.3090909090909086,20211101,23.308565693212053,21.67756094274012,4.780779597324263,4.406280450205081,0.27598196472680764,0.27598196472680764,0,0,0.4564430193290713,0.40867156582174974
1,28,6.58,22.1,shaded,litter_feces,present,5.189583333333334,20211101,23.67368458894898,21.016245644810684,13.329752411539717,10.931763515937918,0.2185696581960484,0.2185696581960484,0.2501395598329056,0.2501395598329056,0.5044223016255164,0.38388423957481604
1,29,NA,NA,shaded,litter_feces,present,4.863829787234042,20211101,24.452604899854432,23.269616289607264,12.794102485836994,11.284220163006822,0.2528155954249224,0.2528155954249224,0.8136950898912305,0.8136950898912305,0.3371431822676404,0.31628244071954204
1,30,6.45,22.3,shaded,litter_feces,present,5.6959183673469385,20211101,27.98208755864474,23.404328665111404,11.015744732503954,8.817023633524498,0.31123513540358966,0.31123513540358966,0.43700270927329776,0.43700270927329776,0.44995933253225434,0.3962779026982828
1,31,NA,NA,shaded,litter_feces,absent,7.1191489361702125,20211101,26.704171423565487,24.151370020179836,15.772316072744134,20.095636339729403,0.2356926268104853,0.2356926268104853,0.6327641039251368,0.6327641039251368,0.40976047439198976,0.3455765535568275
1,32,NA,NA,shaded,litter_feces,present,4.710416666666667,20211101,25.998274891807426,22.522574934538834,19.693273528888064,15.080681761434722,0.20446838992533564,0.20446838992533564,0.2427243554900331,0.2427243554900331,0.3241758086740067,0.30276208094848733
1,33,NA,NA,shaded,litter_feces,absent,5.135555555555555,20211101,18.257754302184534,16.6197235715391,27.781587406999172,24.184133445728676,0.282025365414256,0.282025365414256,0.06179336952393923,0.06179336952393923,0.3669681415329983,0.3433231602616516
1,34,6.59,22.3,shaded,litter_feces,absent,5.697826086956523,20211101,19.852106813569122,16.962627800095103,5.8306534517015995,5.675124379653132,0.29310493334124454,0.29310493334124454,0.35543546150169825,0.35543546150169825,0.4032767875951728,0.3421964636140637
1,35,6.35,22.1,shaded,litter_feces,absent,4.536363636363636,20211101,23.272053803638357,23.306356028381124,11.10144872061639,11.666887379824487,0.3626040412469005,0.3626040412469005,0.3020459902330147,0.3020459902330147,0.40976047439198976,0.3658570932134096
1,36,6.61,22,shaded,litter_feces,absent,6.436956521739131,20211101,22.43228034344342,23.35534234674627,13.811837344672167,12.623555421868652,0.25986622956027866,0.25986622956027866,0.9723804628287067,0.9723804628287067,0.3241758086740067,0.3151557440719541
1,37,6.54,22.5,exposed,litter_feces,present,5.076595744680851,20211101,27.714333701770993,27.176275179227417,12.99764945760403,11.394992252085618,0.20950455716487593,0.20950455716487593,0,0,0.32806602075209684,0.27346796811120194
1,38,6.53,23,exposed,litter_feces,present,4.218181818181818,20211101,22.10367333728019,21.15095802031483,9.280238973227133,7.840215211647824,0.21252625750860005,0.21252625750860005,1.5804272189442676,1.5804272189442676,0.34362686906445733,0.28360823793949297
1,39,NA,NA,exposed,litter_feces,present,2.915217391304348,20211101,22.018478928274902,82.8982123195776,5.23072553491455,5.111193744342888,0.23972156060211752,0.23972156060211752,0.4444179136161703,0.4444179136161703,0.30083453620546585,0.25994760834014713
1,40,NA,NA,exposed,litter_feces,present,2.8770833333333337,20211101,23.72236710838057,21.971478852930975,5.11288255125995,4.7788774771064935,0.1863381878629905,0.1863381878629905,0,0,0.283976950533742,0.2588209116925592
1,41,6.68,22,exposed,litter_feces,present,5.3500000000000005,20211101,29.113956135429223,26.649672256802134,5.852079448729707,5.544211910741826,0.25785176266446264,0.25785176266446264,0.05734424691821549,0.05734424691821549,0.3228790713146433,0.2971285977105478
1,42,NA,NA,exposed,litter_feces,present,3.92608695652174,20211101,27.373556065749856,30.53183798723972,9.119543995516317,6.9036875494361665,0.31022790195568156,0.31022790195568156,0.2575547641757783,0.2575547641757783,0.40976047439198976,0.3658570932134096
1,43,6.57,22.3,exposed,litter_feces,absent,7.032,20211101,31.365522659140275,28.36419339958214,6.462720364030811,5.7556858989831685,0.23871432715420957,0.23871432715420957,0.002471734780957602,0.002471734780957602,0.39808983815771937,0.2982552943581357
1,44,6.41,23,exposed,litter_feces,absent,5.850000000000001,20211101,28.188988266229003,29.01326211792028,5.9377834368421425,5.060842794761616,0.27799643162262366,0.27799643162262366,0.17450447553560416,0.17450447553560416,0.37345182832981516,0.3388163736713
1,45,6.55,22.9,exposed,litter_feces,absent,3.8999999999999995,20211101,19.00016272351629,18.06481996331082,6.152043407123232,5.131334124175396,0.21051179061278386,0.21051179061278386,0,0,0.3060214856429194,0.29374850776778405
1,46,6.54,23.1,exposed,litter_feces,absent,5.110869565217392,20211101,24.403922380422838,23.441068403885264,5.423559508167529,5.060842794761616,0.2729602643830835,0.2729602643830835,0,0,0.45125606989161776,0.4019113859362223
1,47,NA,NA,exposed,litter_feces,absent,3.436956521739131,20211101,26.679830163849694,25.2168224446217,5.584254485878346,5.4737205813280445,0.34648830608037157,0.34648830608037157,0,0,0.3695616162517249,0.3489566434995911
1,48,NA,NA,exposed,litter_feces,absent,4.2042553191489365,20211101,29.77117014775569,25.9883569588727,5.187873540858332,5.2320360233379395,0.35857510745526827,0.35857510745526827,0,0,0.615941714530767,0.3883910261651676
2,1,6.49,23,shaded,litter,present,1.609090909090909,20211108,1.3481720802939803,7.120004024339259,1.7116846075329457,0,0.31768001678778474,NA,NA,NA,0.0880235468809495,0.0880235468809495
2,2,6.31,22.8,shaded,litter,present,1.6204545454545451,20211108,5.612915592308916,6.30301076528128,2.1884405947017953,0.5180811505420375,0.8570742119587109,NA,NA,NA,0.11167231458327219,0.11167231458327219
2,3,6.3,21.7,shaded,litter,absent,1.507317073170732,20211108,4.163144426751431,4.782146390727197,1.3541176171563087,0,0.31768001678778474,NA,NA,NA,0.06831624046234722,0.06831624046234722
2,4,6.53,22.4,shaded,litter,present,1.8543478260869568,20211108,5.335042785577065,5.385464489723859,2.621855128491658,0.564451123146408,0.5427033620124657,NA,NA,NA,0.15502838870419722,0.15502838870419722
2,5,6.43,22.1,shaded,litter,present,NA,20211108,0,0,0,0,0.1621491752354319,NA,NA,NA,0.10694256104280768,0.10694256104280768
2,6,6.28,21.8,shaded,litter,present,2.026666666666667,20211108,3.7886202089824135,5.071236313163097,0.9640445367454312,0.9168629149396239,0.8636925456417899,NA,NA,NA,0.1195552371507131,0.1195552371507131
2,7,6.62,22.6,shaded,litter,absent,4.104347826086957,20211108,3.8007016353620595,4.090844402293523,1.646672427464466,1.0281508491901123,0.7445625393463704,NA,NA,NA,0.09748305396187859,0.09748305396187859
2,8,6.65,22.5,shaded,litter,absent,1.46304347826087,20211108,7.703002355987623,7.673045615086198,5.200671604541344,0.9632328875439944,1.2806475676757576,NA,NA,NA,0.09590646944839036,0.09590646944839036
2,9,6.78,22.2,shaded,litter,absent,1.4851063829787232,20211108,11.750280193168939,12.08480921399928,1.505812703982761,0.8704929423352534,0.31106168310470594,NA,NA,NA,0.08723525462420538,0.08723525462420538
2,10,6.17,23.7,shaded,litter,absent,3.6232558139534885,20211108,3.9698416046770992,4.543332976541019,2.1450991413228095,1.7051524492139212,0.5096116935970714,NA,NA,NA,0.10063622298885493,0.10063622298885493
2,11,6.81,23.4,shaded,litter,absent,1.7021739130434785,20211108,6.19282405853191,7.647907360961336,1.6575077908092128,3.3466494794086348,0.4401191899247433,NA,NA,NA,0.1022128075023431,0.1022128075023431
2,12,6.55,23.5,shaded,litter,absent,2.336363636363636,20211108,7.521780960292937,6.554393306529889,1.289105437087829,1.0096028601483649,0.2481875131154569,NA,NA,NA,0.07383428625955583,0.07383428625955583
2,13,6.57,23.6,exposed,litter,present,0.8326086956521741,20211108,9.104447816026527,9.646398563887775,0,7.288097150780125,0.5989591983186361,NA,NA,NA,0.12586157520466584,0.12586157520466584
2,14,6.51,22.6,exposed,litter,present,0.8869565217391305,20211108,8.802412156535384,10.073748884010412,0,1.4083846245459506,0.3706266862524157,NA,NA,NA,0.07935233205676447,0.07935233205676447
2,15,6.39,22.7,exposed,litter,present,0.9833333333333333,20211108,6.168661205772618,7.924428156334807,0,2.4748939944464707,0.8339100440679351,NA,NA,NA,0.18498349446047266,0.18498349446047266
2,16,6.68,23.8,exposed,litter,present,1.1545454545454545,20211108,4.863867156770882,6.340718146468572,2.3726417715624866,2.669647879384827,0.57579503042786,NA,NA,NA,0.09669476170513447,0.09669476170513447
2,17,6.78,22.1,exposed,litter,present,1.3477272727272724,20211108,14.275298306514888,14.43523597467377,5.406543508091529,7.288097150780125,0.7776542077617647,NA,NA,NA,0.2433171214595354,0.2433171214595354
2,18,6.46,22.9,exposed,litter,present,0.9195652173913045,20211108,11.701954487650355,10.199440154634717,5.699098318399688,5.201448383583453,0.36400835256933667,NA,NA,NA,0.08723525462420538,0.08723525462420538
2,19,6.46,23,exposed,litter,absent,2.185714285714286,20211108,10.771684656417632,13.115477633118577,NA,4.663556701372756,0.6883067030402005,NA,NA,NA,0.10378939201583127,0.10378939201583127
2,20,6.61,22.9,exposed,litter,absent,1.9125000000000003,20211108,8.7540864510168,9.44529253088889,NA,2.0390162519653887,0.5427033620124657,NA,NA,NA,0.06673965594885904,0.06673965594885904
2,21,6.84,22.9,exposed,litter,absent,1.5608695652173914,20211108,9.189017800684045,9.068218719015976,NA,0.9910548711066162,7.673957905529927,NA,NA,NA,0.1368976667990831,0.1368976667990831
2,22,6.52,21.8,exposed,litter,absent,1.3291666666666668,20211108,14.009506926162684,14.309544704049467,NA,4.107117030120311,0.6618333683078852,NA,NA,NA,0.1219201139209454,0.1219201139209454
2,23,7.12,23.3,exposed,litter,absent,1.4958333333333333,20211108,13.224214211485714,13.89476351098926,NA,2.484167988967345,0.8272917103848562,NA,NA,NA,0.14478058936652402,0.14478058936652402
2,24,6.54,22.3,exposed,litter,absent,1.786,20211108,13.647064134773313,14.523219864110784,NA,2.2059481533411223,0.9034025477402633,NA,NA,NA,0.19680787831163404,0.19680787831163404
2,25,6.97,22.3,shaded,litter_feces,present,8.422916666666667,20211108,22.780622477785467,1.6398646251195896,1.9067211477383839,32.47626626947416,3.014650992642416,NA,NA,NA,0.3016507484585981,0.3016507484585981
2,26,6.89,22.4,shaded,litter_feces,present,4.778260869565219,20211108,25.2210706064739,0.5714888248130027,1.7008492441881988,28.81303843372889,3.28269350680711,NA,NA,NA,0.3142634245665036,0.3142634245665036
2,27,7.14,24.6,shaded,litter_feces,present,5.222727272727273,20211108,23.445100928665983,25.82286509323574,1.148245713606124,21.792624581427205,1.4262509087034922,NA,NA,NA,0.3032273329720863,0.3032273329720863
2,28,7.01,23.1,shaded,litter_feces,present,8.931914893617021,20211108,28.797172814849034,27.394005976039544,16.707827476662217,27.681611102182256,1.929244268617485,NA,NA,NA,0.308745378769295,0.308745378769295
2,29,6.86,22.5,shaded,litter_feces,present,7.810869565217393,20211108,27.734007293440214,25.99883287210977,23.81582583081597,22.043022433490805,2.3495084574929916,NA,NA,NA,0.30007416394510994,0.30007416394510994
2,30,6.79,22.9,shaded,litter_feces,present,8.568750000000001,20211108,28.942149931404785,27.821356296162183,19.00492450574849,17.786258948409596,2.8392651500408266,NA,NA,NA,0.30716879425580673,0.30716879425580673
2,31,6.85,22.5,shaded,litter_feces,absent,6.102127659574468,20211108,17.682260545574977,24.012910796245762,43.12444331115438,34.460901096941214,2.164195114366784,NA,NA,NA,0.29613270266138947,0.29613270266138947
2,32,6.95,22.7,shaded,litter_feces,present,11.850000000000001,20211108,29.908664041776436,28.65091868228259,32.624976230094944,26.6243757268026,2.581150136400751,NA,NA,NA,0.2780019807562754,0.2780019807562754
